year;week;id;mileage;speed3_100;acc1_100;acc2_100;acc3_100;drg1_100;drg2_100;drg3_100;side1_100;side2_100;side3_100;avg_daily_business_mileage;cor_avg_daily_morning_jam_mileage;cor_avg_daily_night_mileage;avg_speed;max_evening_jam_speed;max_morning_jam_speed;max_night_speed;max_speed;crash
2017;25;1524458;843.828;0;0.35552104;0;0;2.488552873;0;0;9.599281926;0.711127682;0;752;233.16;73.08;21.04807545;74;68;100;100;0
2017;25;1524461;627.206;0;10.8414525;0.637806268;0;10.8416924;0.956746077;0;35.71393091;0.318939809;0.318943722;547;128.8;21.02;19.11049882;70;74;72;80;0
2017;25;1524467;687.844;0;9.595114593;0.872334681;0;3.489368935;0;0;20.06281294;0.581600953;0;668;98.6;18.28;23.40769125;92;64;84;92;0
2017;25;1524470;648.33;0;21.28538737;2.776424907;0;3.393424518;0.616773328;0;20.97731024;2.776394234;0.616865652;646;84;184.36;15.03559364;104;88;102;108;0
2017;25;1524479;135.501;0;6.642332256;0;0;8.856065247;2.214307946;0;13.28437937;4.428320101;0;133;0;0;16.52960346;0;72;0;72;0
2017;25;1524482;661.94;0;18.73280213;1.812634172;0;0.301981358;0;0;2.416917243;0.301981358;0;433;35.92;412.86;23.79102773;64;62;68;106;0
2017;25;1524485;190.783;0;17.82115148;1.572499741;0;0;0;0;7.337829089;0;0;158;22.11;41.185;17.66094098;74;70;72;74;0
2017;25;1524488;158.232;0;18.95945292;0.631908881;0;4.42387215;0;0;17.06370514;1.263871202;0.632017285;151;56.91;6.05;18.78608826;68;72;78;78;0
2017;25;1524491;818.081;0;0.12215487;0;0;18.82455471;1.711362157;0;10.87940172;0.366850643;0;701;196.52;27.88;37.07659405;106;116;70;116;0
2017;25;1524494;1080.474;0;8.144236785;0.370287067;0;17.58507854;1.665977712;0;14.25309103;0.925649844;0;990;199.72;25.76;22.42725824;78;88;62;106;0
2017;25;1524500;491.4;0;10.37831886;3.052581451;0;1.627902224;0.203590969;0;10.582106;1.017414941;0.203508295;489;159.26;4.93;27.86210953;100;102;56;102;0
2017;25;1524503;47.989;0;41.676;18.754;0;0;0;0;6.251;2.084;0;47;8.06;14.97;15.3;68;62;68;84;0
